tweet_id,created_at,date,hour,weekday,account_name,client_clean,hashtags,text_clean,favorite_count,retweet_count,view_count,sentiment,sentiment_score,sentiment_negative,sentiment_neutral,sentiment_positive
2049325804371501263,2026-04-29 08:42:01,2026-04-29,8,Wednesday,RisingStarCorps,Twitter for Android,"#IndianArmy,#NationBuilding,#TigerDivision,#Jammu","#IndianArmy #NationBuilding #TigerDivision interacted with civilians & ESM in border areas of #Jammu - addressing concerns, sharing best practices, and reinforcing safety & support measures for sustained security and development. @adgpi @WesternComd_IA https://t.co/enpnIyYb7r",139,14,4075,Neutral,0.15948710590600967,0.016157187521457672,0.8081984519958496,0.17564429342746735
2048250628405920238,2026-04-26 09:29:39,2026-04-26,9,Sunday,RisingStarCorps,Twitter for Android,"#IndianArmy,#StrongAndCapable,#FleurDeLis","#IndianArmy #StrongAndCapable अनभिज्ञात निगरानी, कुशल तकनीक, सटीक निशाना Eyes unseen, precision unmatched. #FleurDeLis Recce Warriors sharpened their surveillance, situational awareness & rapid response skills. @adgpi @westerncomd_IA https://t.co/u8bP3aZS43",432,55,9880,Neutral,0.3451203219592571,0.03207399323582649,0.5907316207885742,0.3771943151950836
2048036005719179676,2026-04-25 19:16:49,2026-04-25,19,Saturday,RisingStarCorps,Twitter for Android,"#IndianArmy,#Nationbuilding,#TigerDivision,#Jammu","#IndianArmy #Nationbuilding Bridging Aspirations with Opportunities #TigerDivision empowered youth from border areas of Makwal #Jammu ,through focused training & mentorship - equipping them with the skills to join the Armed Forces and serve the Nation. @adgpi @WesternComd_IA @prodefencejammu",180,24,5803,Neutral,0.3707386953756213,0.015238900668919086,0.5987834930419922,0.3859775960445404
2047871559990485330,2026-04-25 08:23:22,2026-04-25,8,Saturday,RisingStarCorps,Twitter for Android,"#IndianArmy,#StrongAndCapable,#RisingStarCorps,#Jammu,#Samba","#IndianArmy #StrongAndCapable GOC #RisingStarCorps reviewed operational preparedness of troops in #Jammu & #Samba. He lauded their high state of Operational readiness, professionalism and resolute dedication. @adgpi @PRODefenceJammu @WesternComd_IA https://t.co/18JnS6SOTZ",394,36,8699,Positive,0.7803710484877229,0.010174236260354519,0.1992805153131485,0.7905452847480774
2047635642151252016,2026-04-24 16:45:54,2026-04-24,16,Friday,RisingStarCorps,Twitter for Android,"#IndianArmy,#NationBuilding,#YouthEmpowerment,#TigerDivision,#Jammu","#IndianArmy #NationBuilding #YouthEmpowerment #TigerDivision organised Khel Mahotsav in Makwal, #Jammu, engaging 480 students - Encouraging the youth towards sports, discipline & nation-building @adgpi @WesternComd_IA https://t.co/sOhSSlNjJR",148,22,3992,Neutral,0.31995746213942766,0.009379508905112743,0.661283552646637,0.3293369710445404
2047168842280182226,2026-04-23 09:51:01,2026-04-23,9,Thursday,RisingStarCorps,Twitter for Android,"#IndianArmy,#Wecare","#IndianArmy #Wecare Smt Sukriti Likhi, Secy, Dept of Ex-Servicemen Welfare, GoI, interacted with GOC Rising Star Corps. In a shared commitment, discussions advanced ongoing efforts to further strengthen veterans healthcare & welfare, with focus on responsive delivery and enhanced support systems @adgpi @WesternComd_IA",232,28,12540,Neutral,0.2372585516422987,0.021020950749516487,0.7206996083259583,0.2582795023918152
2046101645407531360,2026-04-20 11:10:21,2026-04-20,11,Monday,RisingStarCorps,Twitter for Android,"#IndianArmy,#StrongAndCapable,#TigerDivision,#JmuKmrPolice,#Jammu","#IndianArmy #StrongAndCapable #TigerDivision conducted Counter Terrorism training with #JmuKmrPolice at #Jammu, enhancing synergy and interoperability @adgpi @WesternComd_IA @PROdefencejammu https://t.co/1w33aUWcKO",220,18,5493,Neutral,0.2159523330628872,0.01531178131699562,0.7534241676330566,0.2312641143798828
2044610586059948098,2026-04-16 08:25:25,2026-04-16,8,Thursday,RisingStarCorps,Twitter for Android,"#IndianArmy,#Pathankot","#IndianArmy Future Women Warriors in the Making! NCC girl cadets of Govt Women Degree College, Kathua visited Dhangu Military Station, #Pathankot - gaining insight into Army life and drawing inspiration to serve. @adgpi @WesternComd_IA https://t.co/FLwBl1BRwD",343,28,9954,Positive,0.7673714584670961,0.00534589821472764,0.22193674743175507,0.7727173566818237
2044406038603202562,2026-04-15 18:52:37,2026-04-15,18,Wednesday,RisingStarCorps,Twitter for Android,"#IndianArmy,#NationBuilding,#StrongAndCapable,#GurjDivision","#IndianArmy #NationBuilding #StrongAndCapable One Mission. One Resolve. #GurjDivision, conducted joint Counter Terrorism training with @JmuKmrPolice - enhancing rapid response and seamless interoperability. @adgpi @WesternComd_IA @JmuKmrPolice https://t.co/7Lgxsb8EbV",304,25,8397,Neutral,0.4613039931282401,0.014659927226603031,0.5093761682510376,0.47596392035484314
2042579910548689344,2026-04-10 17:56:14,2026-04-10,17,Friday,RisingStarCorps,Twitter for Android,"#Synergy,#NationBuilding,#StrongandCapable,#Jammu",#Synergy #NationBuilding #StrongandCapable Together we Stand Strong ! Joint Security Review Meeting conducted at #Jammu to synergise operational efforts in Rising Star Corps. @prodefencejammu @Divcomjammu @bsf_jammu @igp_jammu @JmukmrPolice @westerncomd_IA @adgpi https://t.co/zfxGeT2sGz,159,13,4740,Positive,0.49738438054919243,0.011057186871767044,0.4805012047290802,0.5084415674209595
2041849962670256155,2026-04-08 17:35:41,2026-04-08,17,Wednesday,RisingStarCorps,Twitter for Android,"#IndianArmy,#Veterans,#AOC,#CorpsDay","#IndianArmy GOC Rising Star Corps and All Ranks convey best wishes to All Ranks, #Veterans & Families of Army Ordnance Corps #AOC on the occasion of their #CorpsDay. @adgpi @westerncomd_IA https://t.co/HS2xtDo4hp",94,5,3109,Positive,0.9233261565677822,0.003180124331265688,0.07031357288360596,0.9265062808990479
2041710961229492388,2026-04-08 08:23:20,2026-04-08,8,Wednesday,RisingStarCorps,Twitter for Android,"#IndianArmy,#Synergy,#TigerDivision",#IndianArmy #Synergy CI/CT training with J&K Police begins at Jammu under #TigerDivision - Boosting synergy between the security forces ! @adgpi @WesternComd_IA @PROdefencejammu @IGP_Jammu @JmuKmrPolice @AnandJainIPS https://t.co/DDM9id3Hxp,161,20,4416,Neutral,0.37380037503317,0.006824992131441832,0.6125496625900269,0.3806253671646118
2040625743831732444,2026-04-05 08:31:04,2026-04-05,8,Sunday,RisingStarCorps,Twitter for Android,"#IndianArmy,#StrongandCapable","#IndianArmy #StrongandCapable Forged in fire, driven to win - Bhairav Battalion stands sharp, swift, vigilant and battle-ready @adgpi @WesternComd_IA https://t.co/I1rmy9f95E",3028,450,131381,Positive,0.718058317899704,0.01537969708442688,0.25118228793144226,0.7334380149841309
2039891708905992618,2026-04-03 07:54:17,2026-04-03,7,Friday,RisingStarCorps,Twitter for Android,"#IndianArmy,#CombatHealers,#AMC","#IndianArmy #CombatHealers Rising Star Corps conveys best wishes to all Ranks, Veterans, Civilian Staff & Families of Army Medical Corps, #AMC on the occasion of their Corps Day. @adgpi @westerncomd_IA https://t.co/NKeHTe1pM9",81,3,4007,Positive,0.8965517540927976,0.003614697838202119,0.09621879458427429,0.9001664519309998
2039536220653650124,2026-04-02 08:21:42,2026-04-02,8,Thursday,RisingStarCorps,Twitter for Android,"#IndianArmy,#StrongAndCapable,#TigerDivision","#IndianArmy #StrongAndCapable Rising Star Corps congratulates Naib Subedar Sukhchain Singh of #TigerDivision on securing Silver Medal in Recurve Team Event at Asia Cup World Ranking Stage 1 at Bangkok, Thailand. @adgpi @WesternComd_IA https://t.co/jWk6aSxqjk",139,13,4627,Positive,0.8106305077672005,0.004255525767803192,0.18085843324661255,0.8148860335350037
2038828735944937822,2026-03-31 09:30:24,2026-03-31,9,Tuesday,RisingStarCorps,Twitter for Android,"#IndianArmy,#GurjDivision,#Mamun","#IndianArmy #GurjDivision nurtured young minds of #Mamun through a Painting Competition - where every stroke echoed peace, harmony & unity. Saluting the young visionaries shaping a brighter & peaceful future @adgpi @PRODefenceJammu @WesternComd_IA https://t.co/2WUNSUhLcU",189,11,3748,Positive,0.8920501819811761,0.005380535963922739,0.09718874096870422,0.8974307179450989
2038232621478748435,2026-03-29 18:01:40,2026-03-29,18,Sunday,RisingStarCorps,Twitter for Android,#RisingStarCorps,"#RisingStarCorps congratulates Army Public School, Ratnuchak for securing 1st position at the prestigious 10th National Skill Championship held at IIT Delhi. Triumphing over 24 teams and 150 students nationwide. Their success reflects skill, perseverance & a winning spirit. @adgpi @WesternComd_IA",138,13,4015,Positive,0.9568716804496944,0.0030195792205631733,0.03708915412425995,0.9598912596702576
2037154023758061964,2026-03-26 18:35:42,2026-03-26,18,Thursday,RisingStarCorps,Twitter for Android,"#IndianArmy,#GoGreenInitiative,#TigerDivision,#InternationalDayofForests,#Jammu","#IndianArmy #GoGreenInitiative Planting today for a greener tomorrow #TigerDivision marked #InternationalDayofForests by planting 2300 saplings in Makwal & Damana, #Jammu, with active participation from troops, families, veterans & youth - strengthening commitment to a sustainable future. @adgpi @WesternComd_IA",135,16,4266,Positive,0.6954735387116671,0.007403923198580742,0.2897186577320099,0.7028774619102478
2037027176558850437,2026-03-26 10:11:39,2026-03-26,10,Thursday,RisingStarCorps,Twitter for Android,"#IndianArmy,#RisingStarCorps,#Samba","#IndianArmy GOC #RisingStarCorps reviewed the operational preparedness of Ashni Platoons in #Samba - commending their battle-readiness, high morale & commitment to mission success. @adgpi @PRODefenceJammu @WesternComd_IA https://t.co/X8TAaswEHY",246,28,8564,Positive,0.757719986140728,0.010166116058826447,0.2219478189945221,0.7678861021995544
2036648053315354852,2026-03-25 09:05:09,2026-03-25,9,Wednesday,RisingStarCorps,Twitter for Android,"#IndianArmy,#ArsenalGunners,#Jammu","#IndianArmy Where Courage Becomes a Way of Life! #ArsenalGunners conducted a ‘Know Your Army’ outreach at University Institute of Engineering and Technology, Kathua #Jammu. Focused on career, ethos & valour - motivating youth to join the ranks. @adgpi @WesternComd_IA https://t.co/Qmi14FjZjm",149,16,5031,Positive,0.48936429526656866,0.010672182776033878,0.48929136991500854,0.5000364780426025
2036435693879410995,2026-03-24 19:01:19,2026-03-24,19,Tuesday,RisingStarCorps,Twitter for Android,"#IndianArmy,#TigerDivision","#IndianArmy Stronger Together! #TigerDivision trained Village Defence Groups in weapon handling and medical aid, enhancing their readiness and strengthening local security. @adgpi @WesternComd_IA https://t.co/7yvOF7b0vc",135,21,4257,Positive,0.5252576218917966,0.010719443671405315,0.4533034861087799,0.5359770655632019
2036022951116747151,2026-03-23 15:41:13,2026-03-23,15,Monday,RisingStarCorps,Twitter for Android,"#IndianArmy,#Savinglives,#Chattergala,#GurjDivision","#IndianArmy #Savinglives In the treacherous, snowbound heights of #Chattergala, troops of #GurjDivision executed a swift and precise rescue operation, evacuating an injured engineer from the Pakal Dul Hydroelectric Project (J&K). @adgpi @PRODefenceJammu @WesternComd_IA https://t.co/UevaaXO402",176,16,4909,Neutral,0.21804671734571457,0.05133236199617386,0.6792885065078735,0.2693790793418884
2034628706145321403,2026-03-19 19:20:59,2026-03-19,19,Thursday,RisingStarCorps,Twitter for Android,"#IndianArmy,#WeCare,#TigerDivision,#Jammu","#IndianArmy #WeCare #TigerDivision connected with veterans in #Jammu’s border villages, addressing concerns and reaffirming its enduring commitment. @adgpi @westerncomd_IA https://t.co/77Kawi8Zkc",213,19,7096,Neutral,0.27340359799563885,0.021581845358014107,0.6834327578544617,0.29498544335365295
2033942442924511631,2026-03-17 21:54:01,2026-03-17,21,Tuesday,RisingStarCorps,Twitter for Android,"#IndianArmy,#StrongAndCapable,#RisingStarCorps","#IndianArmy #StrongAndCapable Ever Vigilant, Ever Ready. GOC #RisingStarCorps reviewed operational preparedness of troops in Bani– Machhedi sector, lauding their battle readiness, high morale and steadfast commitment to mission success under all conditions. @adgpi @westerncomd_IA",197,12,7085,Positive,0.7638656934723258,0.01328457985073328,0.2095651924610138,0.7771502733230591
2032711793072812047,2026-03-14 12:23:52,2026-03-14,12,Saturday,RisingStarCorps,Twitter for Android,"#IndianArmy,#StrongandCapable,#SabreWarriors","#IndianArmy #StrongandCapable Ready. Resilient. Mission focused! #SabreWarriors sharpened their battle drills with precision and teamwork, reinforcing combat readiness. @westerncomd_IA @adgpi https://t.co/DBHJ0ROfc2",615,64,13924,Positive,0.8195879831910133,0.00896533578634262,0.16248132288455963,0.828553318977356
2032008154272448706,2026-03-12 13:47:51,2026-03-12,13,Thursday,RisingStarCorps,Twitter for Android,"#IndianArmy,#NationBuilding,#GurjDivision,#Kathua","#IndianArmy #NationBuilding Connecting Youth in Border Area’s to India’s Digital Future! #GurjDivision distributed desktop computers to youth in Village Chakra, #Kathua, empowering them with digital skills and bridging the technology gap in border areas @adgpi @WesternComd_IA https://t.co/JFMyiTeDZk",131,12,4657,Positive,0.6944138081744313,0.0059436289593577385,0.2936989963054657,0.7003574371337891
2031640155354976294,2026-03-11 13:25:33,2026-03-11,13,Wednesday,RisingStarCorps,Twitter for Android,"#IndianArmy,#StrongAndCapable","#IndianArmy #StrongAndCapable GOC Rising Star Corps reviewed logistics preparedness. He lauded the logisticians for harnessing technology, battle-hardening procedures and maintaining a high state of operational readiness. @adgpi @WesternComd_IA https://t.co/NZabCjIicw",160,16,5004,Positive,0.7593067521229386,0.009611106477677822,0.22147104144096375,0.7689178586006165
2030611671295873471,2026-03-08 17:18:44,2026-03-08,17,Sunday,RisingStarCorps,Twitter for Android,"#IndianArmy,#WeCare,#InternationalWomensDay2026,#Kathua,#RisingStarCorps","#IndianArmy #WeCare #InternationalWomensDay2026 When Courage meets Compassion, Hope walks again! Jyoti from #Kathua lost her limb in the floods, but not her resolve. Because a Woman’s courage never whispers-it rises, it sings and now with support from #RisingStarCorps, she walks again with strength, dignity and renewed dreams. @adgpi @PRODefenceJammu @WesternComd_IA",637,65,20874,Positive,0.7082405183464289,0.019588341936469078,0.2525828182697296,0.727828860282898
2030563381636440267,2026-03-08 14:06:50,2026-03-08,14,Sunday,RisingStarCorps,Twitter for Android,#InternationalWomensDay,"On #InternationalWomensDay, Rising Star Healers organised blood donation drives at Pathankot, Jammu and Yol, where women combatants and Army wives came together as compassionate saviours. Special women’s health camps with screenings, preventive care and awareness talks on nutrition and women-centric health issues were also conducted - celebrating the spirit of womanhood. @adgpi @westerncomd_IA",286,40,6726,Positive,0.7859649010933936,0.0047268918715417385,0.2045813649892807,0.7906917929649353
2030516839617634383,2026-03-08 11:01:54,2026-03-08,11,Sunday,RisingStarCorps,Twitter for Android,"#IndianArmy,#NationBuilding,#APSJanglot","#IndianArmy #NationBuilding Nurturing young sporting talent, #APSJanglot has partnered with Da One Sports to provide professional coaching and structured mentorship. The initiative aims to sharpen skills and help students realise their full sporting potential. @adgpi @WesternComd_IA",156,30,4066,Positive,0.6558093763887882,0.00773712620139122,0.3287164270877838,0.6635465025901794
2030261518127038821,2026-03-07 18:07:21,2026-03-07,18,Saturday,RisingStarCorps,Twitter for Android,"#IndianArmy,#Synergy","#IndianArmy Forging Military–Civil #Synergy Rising Star Corps conducted an orientation for Indian Railway Service probationers at Jammu, providing insights into leadership, operations, logistics, & equipment - further strengthening Army–Railways synergy @adgpi @WesternComd_IA https://t.co/H8NODZETvQ",221,28,5846,Neutral,0.21507862862199545,0.011563071049749851,0.7617952823638916,0.2266416996717453
2030123912055640421,2026-03-07 09:00:33,2026-03-07,9,Saturday,RisingStarCorps,Twitter for Android,"#IndianArmy,#StrongandCapable,#RisingStarCorps","#IndianArmy #StrongandCapable GOC #RisingStarCorps, reviewed operational preparedness of Fleur-De-Lis and Rising Star Air Defence Brigades, where modern capabilities including drones and AI-enabled systems were showcased. He lauded the troops for their professionalism and unwavering dedication. @adgpi @WesternComd_IA",403,33,10799,Positive,0.8335709790699184,0.006265558768063784,0.1538979560136795,0.8398365378379822
2029761986159128942,2026-03-06 09:02:23,2026-03-06,9,Friday,RisingStarCorps,Twitter for Android,"#IndianArmy,#StrongAndCapable,#TigerDivision","#IndianArmy #StrongAndCapable #TigerDivision conducted intensive training, seamlessly integrating advanced technology with close combat manoeuvres - sustaining high operational readiness and the capability to respond swiftly and decisively to any contingency. @adgpi @WesternComd_IA",460,62,13916,Positive,0.6019718302413821,0.01531199086457491,0.36740416288375854,0.617283821105957
2028857325357019290,2026-03-03 21:07:35,2026-03-03,21,Tuesday,RisingStarCorps,Twitter for Android,"#IndianArmy,#RisingStarCorps","#IndianArmy GOC #RisingStarCorps reviewed operational preparedness of troops in Mamun sector , commending troops for their professionalism, high morale, and unwavering commitment to the Nation. @adgpi @WesternComd_IA https://t.co/1wIwbnQtpT",541,33,9800,Positive,0.8054844401776791,0.010354612022638321,0.1738063246011734,0.8158390522003174
2028308442272989572,2026-03-02 08:46:31,2026-03-02,8,Monday,RisingStarCorps,Twitter for Android,"#IndianArmy,#WeCare,#Tigerdivision,#Jammu,#VeerNaris,#Veterans","#IndianArmy #WeCare #Tigerdivision organised a Veterans outreach in the village of Abtal & Ramgarh in #Jammu, facilitating on-spot assistance to #VeerNaris and #Veterans, reassuring firm commitment of Indian Army & Nation to its soldiers and families. @adgpi @Westerncomd_IA https://t.co/aGPWqmAVP9",142,20,4839,Neutral,0.40841131936758757,0.011207048781216145,0.569174587726593,0.4196183681488037
2028029271592341530,2026-03-01 14:17:11,2026-03-01,14,Sunday,RisingStarCorps,Twitter for Android,"#IndianArmy,#APS","#IndianArmy GOC Rising Star Corps and All Ranks convey best wishes to All Ranks, Veterans & Families of the Army Postal Service #APS Corps on the occasion of their 55th Corps Day. @westerncomd_IA @adgpi https://t.co/Ha0hiiZ6dL",114,11,4008,Positive,0.9309562991838902,0.0026642729062587023,0.06371518224477768,0.9336205720901489
2027732118642823243,2026-02-28 18:36:25,2026-02-28,18,Saturday,RisingStarCorps,Twitter for Android,"#NationBuilding,#APSJanglot,#ParikshaPeCharcha","#NationBuilding Rising Star Corps felicitated #APSJanglot achiever Ms Chahhat. The only student from Jammu & Kashmir to represent the UT at #ParikshaPeCharcha 2026 in New Delhi, she had the honour of interacting with Hon’ble PM Shri Narendra Modi - a proud milestone for APS Janglot. @adgpi @WesternComd_IA",332,29,9111,Positive,0.9061968335881829,0.002486943267285824,0.08882930129766464,0.9086837768554688
2025761205785440414,2026-02-23 08:04:42,2026-02-23,8,Monday,RisingStarCorps,Twitter for Android,"#IndianArmy,#GurjDivision,#Billawar,#Kathua","#IndianArmy #GurjDivision hosted an Iftar for the people of #Billawar, #Kathua, fostering trust, harmony and shared belonging. Sharing Meals, Strengthening Bonds - reaffirming the unity and brotherhood that defines our great nation. @adgpi @WesternComd_IA @PRODefenceJammu https://t.co/llIoH6eraJ",183,14,10369,Positive,0.7563186786137521,0.005420217756181955,0.2328408658504486,0.7617388963699341
2025417082377306391,2026-02-22 09:17:17,2026-02-22,9,Sunday,RisingStarCorps,Twitter for Android,"#IndianArmy,#NationBuilding,#BayonetBrigade,#Macchedi,#Kathua","#IndianArmy #NationBuilding #BayonetBrigade, in collaboration with local authorities, led a Tree Plantation Drive at #Macchedi, #Kathua - enhancing green cover while strengthening community partnership. @WesternComd_IA @adgpi https://t.co/DR8Hd4Q0U5",196,13,6935,Neutral,0.416860731318593,0.008497385308146477,0.5661445260047913,0.4253581166267395
2024819929632117053,2026-02-20 17:44:25,2026-02-20,17,Friday,RisingStarCorps,Twitter for Android,"#IndianArmy,#BayonetBrigade,#Billawar,#Kathua",#IndianArmy #BayonetBrigade conducted a Medical Camp in #Billawar #Kathua providing essential healthcare to local residents and further deepening trust and goodwill with the community. @adgpi @WesternComd_IA @prodefencejammu https://t.co/q93f1Ka9wR,137,13,5181,Neutral,0.45993307372555137,0.006430356297641993,0.5272062420845032,0.46636343002319336
2021614570645983546,2026-02-11 21:27:28,2026-02-11,21,Wednesday,RisingStarCorps,Twitter for Android,"#IndianArmy,#WeCare,#BayonetBrigade,#Kathua,#veterans","#IndianArmy #WeCare #BayonetBrigade organised a Cultural-cum-Outreach program in Rampur #Kathua to honour our #veterans & Veer Naris, wherein civil fraternity stood united as Culture, Courage and Community converged, strengthening the unbreakable bond between the Army and people. @adgpi @WesternComd_IA @PRODefenceJammu",118,15,5314,Positive,0.5676879594102502,0.01028552558273077,0.4117409586906433,0.577973484992981
2021216544886489293,2026-02-10 19:05:51,2026-02-10,19,Tuesday,RisingStarCorps,Twitter for Android,"#IndianArmy,#TigerDivision","#IndianArmy #TigerDivision renovated the Gurha Salathian War Memorial. A solemn wreath-laying ceremony was conducted, with Lt Gen A S Jamwal, PVSM, AVSM**, VSM, ADC (Retd), former GOC Rising Star Corps, and a distinguished veteran from the same village, also laying the wreath to honour our gallant heroes - symbolising courage, supreme sacrifice and the nation’s eternal gratitude. @adgpi @Westerncomd_IA",332,87,10655,Neutral,0.3806399768218398,0.011723452247679234,0.5959131121635437,0.39236342906951904
2020330602298536382,2026-02-08 08:25:26,2026-02-08,8,Sunday,RisingStarCorps,Twitter for Android,"#IndianArmy,#StrongAndCapable,#RisingStarCorps,#TigerDivision,#SabreBrigade","#IndianArmy #StrongAndCapable GOC #RisingStarCorps visited #TigerDivision & #SabreBrigade to review operational preparedness & tech-driven innovations. During his interaction with troops, he commended their unwavering dedication, integration of technology, and exceptional professionalism. He also engaged with personnel from BSF, JKP, and the civil fraternity for their exemplary contributions. He further visited APS Ratnuchak, applauding the students for their outstanding achievements. @adgpi @WesternComd_IA",384,45,11572,Positive,0.7965133478865027,0.007899136282503605,0.18768835067749023,0.8044124841690063
2020167439993172012,2026-02-07 21:37:05,2026-02-07,21,Saturday,RisingStarCorps,Twitter for Android,"#IndianArmy,#BayonetBrigade,#Kathua","#IndianArmy #BayonetBrigade empowered VDG members in Duggan, #Kathua, reinforcing grassroot defence and vigilance. @adgpi @westerncomd_IA @JmuKmrPolice @prodefencejammu https://t.co/0nrXNr8DAB",276,34,8120,Neutral,0.28771743550896645,0.01189735159277916,0.6884877681732178,0.2996147871017456
